OBJECTID,SITE_NAME_radius,X_radius,Y_radius,EXTENT_EASTING_1_radius,EXTENT_NORTHING_1_radius,EXTENT_EASTING_2_radius,EXTENT_NORTHING_2_radius,LATIN_NAME_radius,COMMON_NAME_radius,FULL_COMMON_NAME_radius,TREE_SPECIES_radius,CROWN_WIDTH_radius,CROWN_HEIGHT_radius,DBH_radius,PLANTING_SEASON_radius,CROWN_AREA_MIDPOINT,SENSOR_ID,ASSET_ID,SITE_NAME_full,PLOT_NO,FEATURE_ID,LOCATION,TYPE,PRIM_MEAS,UNIT,SITE_CODE,FEAT_GP,X_full,Y_full,DEAD,CLASSIFICATION,EXTENT_EASTING_1_full,EXTENT_NORTHING_1_full,EXTENT_EASTING_2_full,EXTENT_NORTHING_2_full,LAYERS,LATIN_CODE,LATIN_NAME_full,FEATURE_TYPE_NAME,COMMON_NAME_full,FULL_COMMON_NAME_full,CROWN_HEIGHT_full,CROWN_WIDTH_full,CROWN_AREA,DBH_full,LOCATION_RISK_ZONE,EPICORMIC,INSURANCE_CLAIM_HISTORY,CENTRAL_ASSET_ID,CONTRACT_AREA_NAME,CUSTOMER,DEAD_FLAG,FEATURE_GROUP,FEATURE_GROUP_CODE,FEATURETYPECODE,NOTES,REVISION_NO,TREE_SPECIES_full,TREE_MODIFIED_RISK,CANOPY_SIZE_AT_MATURITY,SPONSORSHIP,SPONSORSHIP_PACKAGE,PLANTING_SEASON_full,PLANTING_FUNDER,PLANTING_NOTES,SPECIES_NOTES,TREE_TYPE,JOBS_REQUIRED,SERVICES_VISIBILITY,CONSTRAINTS,CANCELLATION_REASON,NOTES_FOR_STATUS,CANCELLATION_NOTES,created_user,created_date,last_edited_user,last_edited_date,DBH_clean,CROWN_HEIGHT_clean,tree_group,CROWN_HEIGHT_interpolated,height_imputed_flag,height_model_source,height_model_group
26610932,Bloomfield Road,361173.4,171565.53,361173.4,171565.53,361173.4,171565.53,Ulmus 'New Horizon',Elm,Elm ' New Horizon',Ulmus 'New Horizon',6.0,8.0,0.23,Planting Season 11/12,10.0,203,PK00218208,Bloomfield Road,200004.0,,,PK: Tree - Highways Adopted,1,Number,4537500,TR,361173.4,171565.53,N,RY04,361173.4,171565.53,361173.4,171565.53,,ULNH,Ulmus 'New Horizon',,Elm,Elm ' New Horizon',8 Metres,6 Metres,Up to 20 M2 (New),23 Centimetres,Risk Zone B (3),,No Code Allocated,PK00218208,,,N,,TR,,,,Ulmus 'New Horizon',Risk Zone B (3),Medium,No Code Allocated,,Planting Season 11/12,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,23.0,8.0,deciduous,8.0,0.0,observed,observed
26611489,Horfield Road,358520.5,173525.13,358520.5,173525.13,358520.5,173525.13,Alnus cordata,Alder,Italian alder,Alnus cordata,11.0,15.0,0.47,Not Applicable,150.05,672,PK00060294,Horfield Road,200001.0,,,PK: Tree - Highways Adopted,1,Number,4535234,TR,358520.5,173525.13,N,RY04,358520.5,173525.13,358520.5,173525.13,,ALCO,Alnus cordata,,Alder,Italian alder,15 Metres,11 Metres,100.1 - 200 M2 (New),47 Centimetres,Risk Zone C (4),,No Code Allocated,PK00060294,,,N,,TR,,,,Alnus cordata,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,47.0,15.0,deciduous,15.0,0.0,observed,observed
26611490,Horfield Road,358525.56,173499.36,358525.56,173499.36,358525.56,173499.36,Alnus cordata,Alder,Italian alder,Alnus cordata,10.0,13.0,0.3,Not Applicable,60.05,672,PK00060295,Horfield Road,200002.0,,,PK: Tree - Highways Adopted,1,Number,4535234,TR,358525.56,173499.36,N,RY04,358525.56,173499.36,358525.56,173499.36,,ALCO,Alnus cordata,,Alder,Italian alder,13 Metres,10 Metres,20.1 - 100 M2 (New),30 Centimetres,Risk Zone C (4),,No Code Allocated,PK00060295,,,N,,TR,,,,Alnus cordata,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,30.0,13.0,deciduous,13.0,0.0,observed,observed
26611491,Horfield Road,358527.0,173492.2,358527.0,173492.2,358527.0,173492.2,Alnus cordata,Alder,Italian alder,Alnus cordata,10.0,15.0,0.42,Not Applicable,150.05,672,PK00060296,Horfield Road,200003.0,,,PK: Tree - Highways Adopted,1,Number,4535234,TR,358527.0,173492.2,N,RY04,358527.0,173492.2,358527.0,173492.2,,ALCO,Alnus cordata,,Alder,Italian alder,15 Metres,10 Metres,100.1 - 200 M2 (New),42 Centimetres,Risk Zone C (4),,No Code Allocated,PK00060296,,,N,,TR,,,,Alnus cordata,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,42.0,15.0,deciduous,15.0,0.0,observed,observed
26611492,Horfield Road,358531.73,173468.52,358531.73,173468.52,358531.73,173468.52,Alnus cordata,Alder,Italian alder,Alnus cordata,9.0,15.0,0.5,Not Applicable,150.05,672,PK00060297,Horfield Road,200004.0,,,PK: Tree - Highways Adopted,1,Number,4535234,TR,358531.73,173468.52,N,RY04,358531.73,173468.52,358531.73,173468.52,,ALCO,Alnus cordata,,Alder,Italian alder,15 Metres,9 Metres,100.1 - 200 M2 (New),50 Centimetres,Risk Zone A (2),,No Code Allocated,PK00060297,,,N,,TR,,,,Alnus cordata,Risk Zone A (2),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,50.0,15.0,deciduous,15.0,0.0,observed,observed
26611493,Horfield Road,358534.48,173454.21,358534.48,173454.21,358534.48,173454.21,Alnus cordata,Alder,Italian alder,Alnus cordata,10.0,11.0,0.38,Not Applicable,60.05,672,PK00060298,Horfield Road,200005.0,,,PK: Tree - Highways Adopted,1,Number,4535234,TR,358534.48,173454.21,N,RY04,358534.48,173454.21,358534.48,173454.21,,ALCO,Alnus cordata,,Alder,Italian alder,11 Metres,10 Metres,20.1 - 100 M2 (New),38 Centimetres,Risk Zone C (4),,No Code Allocated,PK00060298,,,N,,TR,,,,Alnus cordata,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,38.0,11.0,deciduous,11.0,0.0,observed,observed
26611494,Horfield Road,358525.81,173623.92,358525.81,173623.92,358525.81,173623.92,Sorbus aucuparia Fastigiata,Rowan,Fastigiate rowan,Sorbus aucuparia Fastigiata,,,,Planting Season 17/18,,672,PK00287698,Horfield Road,200008.5,,,PK: Tree - Highways Adopted,1,Number,4535234,TR,358525.81,173623.92,N,RY04,358525.81,173623.92,358525.81,173623.92,,SOA3,Sorbus aucuparia Fastigiata,,Rowan,Fastigiate rowan,No Code Allocated,No Code Allocated,,No Code Allocated,Risk Zone C (4),,No Code Allocated,PK00287698,,,N,,TR,,,,Sorbus aucuparia Fastigiata,Risk Zone C (4),Medium,Sponsored,,Planting Season 17/18,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,,,deciduous,4.402923516892326,0.0,missing_no_dbh,none
26611611,Lewins Mead,358763.16,173337.85,358763.16,173337.85,358763.16,173337.85,Ulmus Dodoens,Elm,Hybrid elm,Ulmus Dodoens,9.0,8.0,0.3,Not Applicable,60.05,"501,672",PK00054427,Lewins Mead,200007.0,,,PK: Tree - Highways Adopted,1,Number,4536213,TR,358763.16,173337.85,N,RY04,358763.16,173337.85,358763.16,173337.85,,ULDO,Ulmus Dodoens,,Elm,Hybrid elm,8 Metres,9 Metres,20.1 - 100 M2 (New),30 Centimetres,Risk Zone B (3),,No Code Allocated,PK00054427,,,N,,TR,,,,Ulmus Dodoens,Risk Zone B (3),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,30.0,8.0,deciduous,8.0,0.0,observed,observed
26611612,Lewins Mead,358677.05,173254.38,358677.05,173254.38,358677.05,173254.38,Acer campestre,Field Maple,Field maple,Acer campestre,6.0,4.0,0.15,Not Applicable,10.0,"501,672",PK00054421,Lewins Mead,200001.0,,,PK: Tree - Highways Adopted,1,Number,4536213,TR,358677.05,173254.38,N,RY04,358677.05,173254.38,358677.05,173254.38,,ACC2,Acer campestre,,Field Maple,Field maple,4 Metres,6 Metres,Up to 20 M2 (New),15 Centimetres,Risk Zone B (3),,No Code Allocated,PK00054421,,,N,,TR,,,,Acer campestre,Risk Zone B (3),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,15.0,4.0,deciduous,4.0,0.0,observed,observed
26611613,Lewins Mead,358685.34,173262.79,358685.34,173262.79,358685.34,173262.79,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,18.0,16.0,0.63,Not Applicable,275.05,"501,672",PK00054422,Lewins Mead,200002.0,,,PK: Tree - Highways Adopted,1,Number,4536213,TR,358685.34,173262.79,N,RY04,358685.34,173262.79,358685.34,173262.79,,PLAC,Platanus x acerifolia,,Plane,London plane,16 Metres,18 Metres,200.1 - 350 M2 (New),63 Centimetres,Risk Zone B (3),,No Code Allocated,PK00054422,,,N,,TR,,,,Platanus x acerifolia,Risk Zone B (3),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,63.0,16.0,deciduous,16.0,0.0,observed,observed
26611614,Lewins Mead,358694.35,173274.37,358694.35,173274.37,358694.35,173274.37,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,14.0,15.0,0.6,Not Applicable,275.05,"501,672",PK00054423,Lewins Mead,200003.0,,,PK: Tree - Highways Adopted,1,Number,4536213,TR,358694.35,173274.37,N,RY04,358694.35,173274.37,358694.35,173274.37,,PLAC,Platanus x acerifolia,,Plane,London plane,15 Metres,14 Metres,200.1 - 350 M2 (New),60 Centimetres,Risk Zone B (3),,No Code Allocated,PK00054423,,,N,,TR,,,,Platanus x acerifolia,Risk Zone B (3),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,60.0,15.0,deciduous,15.0,0.0,observed,observed
26611615,Lewins Mead,358747.89,173329.32,358747.89,173329.32,358747.89,173329.32,Ulmus 'New Horizon',Elm,Elm ' New Horizon',Ulmus 'New Horizon',10.0,9.0,0.3,Not Applicable,60.05,"501,672",PK00054424,Lewins Mead,200004.0,,,PK: Tree - Highways Adopted,1,Number,4536213,TR,358747.89,173329.32,N,RY04,358747.89,173329.32,358747.89,173329.32,,ULNH,Ulmus 'New Horizon',,Elm,Elm ' New Horizon',9 Metres,10 Metres,20.1 - 100 M2 (New),30 Centimetres,Risk Zone B (3),,No Code Allocated,PK00054424,,,N,,TR,,,,Ulmus 'New Horizon',Risk Zone B (3),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,30.0,9.0,deciduous,9.0,0.0,observed,observed
26611616,Lewins Mead,358753.89,173331.49,358753.89,173331.49,358753.89,173331.49,Ulmus Dodoens,Elm,Hybrid elm,Ulmus Dodoens,8.0,8.0,0.3,Not Applicable,60.05,"501,672",PK00054425,Lewins Mead,200005.0,,,PK: Tree - Highways Adopted,1,Number,4536213,TR,358753.89,173331.49,N,RY04,358753.89,173331.49,358753.89,173331.49,,ULDO,Ulmus Dodoens,,Elm,Hybrid elm,8 Metres,8 Metres,20.1 - 100 M2 (New),30 Centimetres,Risk Zone B (3),,No Code Allocated,PK00054425,,,N,,TR,,,,Ulmus Dodoens,Risk Zone B (3),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,30.0,8.0,deciduous,8.0,0.0,observed,observed
26611617,Lewins Mead,358758.96,173334.4,358758.96,173334.4,358758.96,173334.4,Ulmus Dodoens,Elm,Hybrid elm,Ulmus Dodoens,,,0.06,Planting Season 20/21,,"501,672",PK305256,Lewins Mead,200009.0,,,PK: Tree - Highways Adopted,1,Number,4536213,TR,358758.96,173334.4,N,RY04,358758.96,173334.4,358758.96,173334.4,,ULDO,Ulmus Dodoens,,Elm,Hybrid elm,No Code Allocated,No Code Allocated,,6 Centimetres,Risk Zone B (3),,No Code Allocated,PK305256,,,N,,TR,,,,Ulmus Dodoens,Risk Zone B (3),Not Applicable,Sponsored,,Planting Season 20/21,Tree Bristol Development Fund,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,6.0,,deciduous,2.512567711307841,1.0,species_log,Elm
26611618,Lewins Mead,358781.35,173344.56,358781.35,173344.56,358781.35,173344.56,Alnus cordata,Alder,Italian alder,Alnus cordata,,,0.06,Planting Season 21/22,,"501,672",PK00502391,Lewins Mead,200010.0,,,PK: Tree - Highways Adopted,1,Number,4536213,TR,358781.35,173344.56,N,RY04,358781.35,173344.56,358781.35,173344.56,,ALCO,Alnus cordata,,Alder,Italian alder,No Code Allocated,No Code Allocated,,6 Centimetres,Newly Planted Tree,,No Code Allocated,PK00502391,,,N,,TR,,,,Alnus cordata,Newly Planted Tree,Not Applicable,Sponsored,,Planting Season 21/22,Tree Bristol Development Fund,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,6.0,,deciduous,1.9276339136887284,1.0,species_log,Alder
26611963,Hartcliffe Way,358047.91,170304.96,358047.91,170304.96,358047.91,170304.96,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,6.0,8.0,0.25,Not Applicable,60.05,215,PK00063768,Hartcliffe Way,200009.0,,,PK: Tree - Highways Adopted,1,Number,4543707,TR,358047.91,170304.96,N,RY04,358047.91,170304.96,358047.91,170304.96,,PLAC,Platanus x acerifolia,,Plane,London plane,8 Metres,6 Metres,20.1 - 100 M2 (New),25 Centimetres,Risk Zone B (3),,No Code Allocated,PK00063768,,,N,,TR,,,,Platanus x acerifolia,Risk Zone B (3),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,25.0,8.0,deciduous,8.0,0.0,observed,observed
26611971,Hartcliffe Way,358046.63,170311.6,358046.63,170311.6,358046.63,170311.6,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,7.0,8.0,0.27,Not Applicable,60.05,215,PK00063769,Hartcliffe Way,200010.0,,,PK: Tree - Highways Adopted,1,Number,4543707,TR,358046.63,170311.6,N,RY04,358046.63,170311.6,358046.63,170311.6,,PLAC,Platanus x acerifolia,,Plane,London plane,8 Metres,7 Metres,20.1 - 100 M2 (New),27 Centimetres,Risk Zone B (3),,No Code Allocated,PK00063769,,,N,,TR,,,,Platanus x acerifolia,Risk Zone B (3),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,27.0,8.0,deciduous,8.0,0.0,observed,observed
26611972,Hartcliffe Way,358046.16,170316.25,358046.16,170316.25,358046.16,170316.25,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,7.0,8.0,0.3,Not Applicable,60.05,215,PK00063770,Hartcliffe Way,200011.0,,,PK: Tree - Highways Adopted,1,Number,4543707,TR,358046.16,170316.25,N,RY04,358046.16,170316.25,358046.16,170316.25,,PLAC,Platanus x acerifolia,,Plane,London plane,8 Metres,7 Metres,20.1 - 100 M2 (New),30 Centimetres,Risk Zone B (3),,No Code Allocated,PK00063770,,,N,,TR,,,,Platanus x acerifolia,Risk Zone B (3),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,30.0,8.0,deciduous,8.0,0.0,observed,observed
26612319,Old Market Street,359576.09,173152.78,359576.09,173152.78,359576.09,173152.78,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,13.0,11.0,0.48,Not Applicable,60.05,500,PK00059596,Old Market Street,200002.0,,,PK: Tree - Highways Adopted,1,Number,4539535,TR,359576.09,173152.78,N,RY04,359576.09,173152.78,359576.09,173152.78,,FREX,Fraxinus excelsior,,Ash,Common ash,11 Metres,13 Metres,20.1 - 100 M2 (New),48 Centimetres,Risk Zone B (3),,No Code Allocated,PK00059596,,,N,,TR,,,,Fraxinus excelsior,Risk Zone B (3),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,48.0,11.0,deciduous,11.0,0.0,observed,observed
26612320,Old Market Street,359587.43,173108.19,359587.43,173108.19,359587.43,173108.19,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,17.0,21.0,0.8300000000000001,Not Applicable,,500,PK00291035,Old Market Street,200003.0,,,PK: Tree - Highways Adopted,1,Number,4539535,TR,359587.43,173108.19,N,RY04,359587.43,173108.19,359587.43,173108.19,,PLAC,Platanus x acerifolia,,Plane,London plane,21 Metres,17 Metres,,83 Centimetres,Risk Zone B (3),,No Code Allocated,PK00291035,,,N,,TR,,,,Platanus x acerifolia,Risk Zone B (3),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,83.0,21.0,deciduous,21.0,0.0,observed,observed
26612321,Old Market Street,359587.34,173098.62,359587.34,173098.62,359587.34,173098.62,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,17.0,21.0,0.8300000000000001,Not Applicable,,500,PK00291036,Old Market Street,200004.0,,,PK: Tree - Highways Adopted,1,Number,4539535,TR,359587.34,173098.62,N,RY04,359587.34,173098.62,359587.34,173098.62,,PLAC,Platanus x acerifolia,,Plane,London plane,21 Metres,17 Metres,,83 Centimetres,Risk Zone B (3),,No Code Allocated,PK00291036,,,N,,TR,,,,Platanus x acerifolia,Risk Zone B (3),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,83.0,21.0,deciduous,21.0,0.0,observed,observed
26612332,Rupert Street,358712.44,173245.32,358712.44,173245.32,358712.44,173245.32,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,12.0,12.0,0.3,Not Applicable,150.05,"501,672",PK00054447,Rupert Street,200009.0,,,PK: Tree - Highways Adopted,1,Number,4539722,TR,358712.44,173245.32,N,RY04,358712.44,173245.32,358712.44,173245.32,,PLAC,Platanus x acerifolia,,Plane,London plane,12 Metres,12 Metres,100.1 - 200 M2 (New),30 Centimetres,Risk Zone B (3),,No Code Allocated,PK00054447,,,N,,TR,,,,Platanus x acerifolia,Risk Zone B (3),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,30.0,12.0,deciduous,12.0,0.0,observed,observed
26612333,Rupert Street,358729.67,173253.59,358729.67,173253.59,358729.67,173253.59,Acer platanoides cv,Maple,Norway maple cultivar,Acer platanoides cv,14.0,14.0,0.45,Not Applicable,150.05,"501,672",PK00054448,Rupert Street,200010.0,,,PK: Tree - Highways Adopted,1,Number,4539722,TR,358729.67,173253.59,N,RY04,358729.67,173253.59,358729.67,173253.59,,APLV,Acer platanoides cv,,Maple,Norway maple cultivar,14 Metres,14 Metres,100.1 - 200 M2 (New),45 Centimetres,Risk Zone B (3),,No Code Allocated,PK00054448,,,N,,TR,,,,Acer platanoides cv,Risk Zone B (3),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,45.0,14.0,deciduous,14.0,0.0,observed,observed
26612334,Rupert Street,358712.73,173252.04,358712.73,173252.04,358712.73,173252.04,Acer platanoides cv,Maple,Norway maple cultivar,Acer platanoides cv,14.0,15.0,0.5,Not Applicable,150.05,"501,672",PK00054449,Rupert Street,200011.0,,,PK: Tree - Highways Adopted,1,Number,4539722,TR,358712.73,173252.04,N,RY04,358712.73,173252.04,358712.73,173252.04,,APLV,Acer platanoides cv,,Maple,Norway maple cultivar,15 Metres,14 Metres,100.1 - 200 M2 (New),50 Centimetres,Risk Zone B (3),,No Code Allocated,PK00054449,,,N,,TR,,,,Acer platanoides cv,Risk Zone B (3),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,50.0,15.0,deciduous,15.0,0.0,observed,observed
26612335,Rupert Street,358708.92,173271.53,358708.92,173271.53,358708.92,173271.53,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,12.0,11.0,0.47,Not Applicable,60.05,"501,672",PK00054453,Rupert Street,200015.0,,,PK: Tree - Highways Adopted,1,Number,4539722,TR,358708.92,173271.53,N,RY04,358708.92,173271.53,358708.92,173271.53,,PLAC,Platanus x acerifolia,,Plane,London plane,11 Metres,12 Metres,20.1 - 100 M2 (New),47 Centimetres,Risk Zone B (3),,No Code Allocated,PK00054453,,,N,,TR,,,,Platanus x acerifolia,Risk Zone B (3),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,47.0,11.0,deciduous,11.0,0.0,observed,observed
26612346,Rupert Street,358694.74,173235.39,358694.74,173235.39,358694.74,173235.39,Prunus avium Plena,Cherry,Double white cherry,Prunus avium Plena,12.0,10.0,0.28,Not Applicable,60.05,"501,672",PK00054455,Rupert Street,200017.0,,,PK: Tree - Highways Adopted,1,Number,4539722,TR,358694.74,173235.39,N,RY04,358694.74,173235.39,358694.74,173235.39,,PRA1,Prunus avium Plena,,Cherry,Double white cherry,10 Metres,12 Metres,20.1 - 100 M2 (New),28 Centimetres,Risk Zone B (3),,No Code Allocated,PK00054455,,,N,,TR,,,,Prunus avium Plena,Risk Zone B (3),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,28.0,10.0,deciduous,10.0,0.0,observed,observed
26612347,Rupert Street,358700.26,173232.45,358700.26,173232.45,358700.26,173232.45,Acer platanoides,Maple,Norway maple,Acer platanoides,,,0.06,Planting Season 20/21,,"501,672",PK00500336,Rupert Street,200018.5,,,PK: Tree - Highways Adopted,1,Number,4539722,TR,358700.26,173232.45,N,RY04,358700.26,173232.45,358700.26,173232.45,,ACPL,Acer platanoides,,Maple,Norway maple,No Code Allocated,No Code Allocated,,6 Centimetres,Risk Zone B (3),,No Code Allocated,PK00500336,,,N,,TR,,,,Acer platanoides,Risk Zone B (3),Not Applicable,Sponsored,,Planting Season 20/21,Tree Bristol Development Fund,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,6.0,,deciduous,1.4861679868696245,1.0,species_log,Maple
26612417,William Street,359530.66,174134.27,359530.66,174134.27,359530.66,174134.27,Broussonetia papyrifera,Paper Mulberry,Paper mulberry,Broussonetia papyrifera,2.0,3.0,0.05,Planting Season 13/14,10.0,452,PK00264388,William Street,200001.5,,,PK: Tree - Highways Adopted,1,Number,4540052,TR,359530.66,174134.27,N,RY04,359530.66,174134.27,359530.66,174134.27,,BRPA,Broussonetia papyrifera,,Paper Mulberry,Paper mulberry,3 Metres,2 Metres,Up to 20 M2 (New),5 Centimetres,Risk Zone C (4),,No Code Allocated,PK00264388,,,N,,TR,,,,Broussonetia papyrifera,Risk Zone C (4),Medium,No Code Allocated,,Planting Season 13/14,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,5.0,3.0,deciduous,3.0,0.0,observed,observed
26613018,Bedminster Road,358053.89,170596.44,358053.89,170596.44,358053.89,170596.44,Tilia x europea,Lime,European lime,Tilia x europea,7.0,9.0,0.4,Not Applicable,60.05,215,PK00063397,Bedminster Road,200040.0,,,PK: Tree - Highways Adopted,1,Number,4534057,TR,358053.89,170596.44,N,RY04,358053.89,170596.44,358053.89,170596.44,,TIXE,Tilia x europea,,Lime,European lime,9 Metres,7 Metres,20.1 - 100 M2 (New),40 Centimetres,Risk Zone B (3),,No Code Allocated,PK00063397,,,N,,TR,,,,Tilia x europea,Risk Zone B (3),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,40.0,9.0,deciduous,9.0,0.0,observed,observed
